current_epoch,current_step,cycle_time,loss,rec_loss,error,pr
17,42600,0.097,0.111,0.111,0.172,0.988
17,42700,0.097,0.086,0.086,0.159,0.986
18,42800,0.100,0.160,0.160,0.183,0.985
18,42900,0.097,0.251,0.251,0.226,0.984
18,43000,0.097,0.155,0.155,0.186,0.984
18,43100,0.097,0.100,0.100,0.184,0.984
18,43200,0.097,0.101,0.101,0.164,0.986
18,43300,0.097,0.213,0.213,0.199,0.987
18,43400,0.097,0.114,0.114,0.164,0.985
18,43500,0.097,0.119,0.119,0.165,0.988
18,43600,0.097,0.106,0.106,0.180,0.987
18,43700,0.097,0.391,0.391,0.224,0.983
18,43800,0.097,0.261,0.261,0.256,0.979
18,43900,0.097,0.168,0.168,0.200,0.983
18,44000,0.097,0.082,0.082,0.155,0.988
18,44100,0.097,0.070,0.070,0.148,0.988
18,44200,0.097,0.165,0.165,0.180,0.989
18,44300,0.097,0.242,0.242,0.226,0.989
18,44400,0.098,0.076,0.076,0.153,0.987
18,44500,0.097,0.175,0.175,0.196,0.986
18,44600,0.097,0.137,0.137,0.207,0.984
18,44700,0.097,0.111,0.111,0.173,0.988
18,44800,0.097,0.276,0.276,0.212,0.983
18,44900,0.097,0.323,0.323,0.233,0.984
18,45000,0.097,0.448,0.448,0.254,0.987
18,45100,0.097,0.492,0.492,0.280,0.979
18,45200,0.098,0.311,0.311,0.204,0.984
19,45300,0.099,0.242,0.242,0.254,0.979
19,45400,0.097,0.139,0.139,0.181,0.985
19,45500,0.097,0.123,0.123,0.178,0.984
19,45600,0.098,0.485,0.485,0.287,0.971
19,45700,0.097,0.162,0.162,0.188,0.985
19,45800,0.097,0.094,0.094,0.157,0.986
19,45900,0.097,0.109,0.109,0.158,0.987
19,46000,0.098,0.113,0.113,0.167,0.982
19,46100,0.097,0.399,0.399,0.205,0.984
19,46200,0.097,0.209,0.209,0.223,0.980
19,46300,0.097,0.174,0.174,0.206,0.983
19,46400,0.097,0.110,0.110,0.176,0.985
19,46500,0.096,0.162,0.162,0.200,0.978
19,46600,0.097,0.277,0.277,0.221,0.985
19,46700,0.097,0.074,0.074,0.162,0.986
19,46800,0.099,0.168,0.168,0.183,0.984
19,46900,0.097,0.098,0.098,0.166,0.987
19,47000,0.097,0.142,0.142,0.181,0.985
19,47100,0.098,0.135,0.135,0.180,0.985
19,47200,0.098,0.173,0.173,0.200,0.985
19,47300,0.097,0.140,0.140,0.170,0.990
19,47400,0.097,0.096,0.096,0.160,0.989
19,47500,0.097,0.315,0.315,0.251,0.984
19,47600,0.098,0.205,0.205,0.222,0.980
19,47700,0.097,0.141,0.141,0.178,0.984
20,47800,0.099,0.117,0.117,0.185,0.984
20,47900,0.098,0.070,0.070,0.146,0.988
20,48000,0.099,0.118,0.118,0.163,0.986
20,48100,0.097,0.105,0.105,0.158,0.989
20,48200,0.098,0.110,0.110,0.155,0.988
20,48300,0.098,0.424,0.424,0.248,0.978
20,48400,0.099,0.089,0.089,0.169,0.985
20,48500,0.097,0.091,0.091,0.163,0.985
20,48600,0.098,0.162,0.162,0.192,0.986
20,48700,0.098,0.148,0.148,0.197,0.987
20,48800,0.099,0.134,0.134,0.187,0.985
20,48900,0.097,0.080,0.080,0.163,0.987
20,49000,0.097,0.239,0.239,0.214,0.982
20,49100,0.097,0.239,0.239,0.223,0.984
20,49200,0.098,0.105,0.105,0.165,0.989
20,49300,0.097,0.144,0.144,0.191,0.988
20,49400,0.097,0.284,0.284,0.218,0.986
20,49500,0.097,0.133,0.133,0.208,0.980
20,49600,0.098,0.095,0.095,0.165,0.988
20,49700,0.097,0.112,0.112,0.170,0.984
20,49800,0.097,0.333,0.333,0.226,0.988
20,49900,0.097,0.174,0.174,0.183,0.987
20,50000,0.098,0.097,0.097,0.177,0.986
20,50100,0.097,0.105,0.105,0.159,0.987
20,50200,0.097,0.129,0.129,0.191,0.986
20,50300,0.097,0.230,0.230,0.216,0.984
21,50400,0.101,0.136,0.136,0.177,0.986
21,50500,0.097,0.212,0.212,0.225,0.978
21,50600,0.098,0.270,0.270,0.211,0.982
21,50700,0.097,0.549,0.549,0.244,0.981
21,50800,0.099,0.097,0.097,0.171,0.989
21,50900,0.097,0.081,0.081,0.152,0.987
21,51000,0.098,0.415,0.415,0.236,0.988
21,51100,0.098,0.170,0.170,0.185,0.987
21,51200,0.098,0.499,0.499,0.235,0.986
21,51300,0.097,0.507,0.507,0.329,0.976
21,51400,0.098,0.073,0.073,0.153,0.986
21,51500,0.098,0.128,0.128,0.175,0.989
21,51600,0.097,0.126,0.126,0.161,0.989
21,51700,0.097,0.143,0.143,0.173,0.988
21,51800,0.098,0.120,0.120,0.172,0.989
21,51900,0.098,0.108,0.108,0.163,0.988
21,52000,0.097,0.177,0.177,0.200,0.982
21,52100,0.098,0.101,0.101,0.161,0.989
21,52200,0.098,0.101,0.101,0.179,0.987
21,52300,0.098,0.184,0.184,0.227,0.978
21,52400,0.097,0.070,0.070,0.155,0.986
21,52500,0.097,0.088,0.088,0.156,0.987
21,52600,0.098,0.091,0.091,0.176,0.984
21,52700,0.098,0.081,0.081,0.161,0.989
21,52800,0.098,0.172,0.172,0.171,0.985
22,52900,0.100,0.104,0.104,0.171,0.986
22,53000,0.098,0.338,0.338,0.222,0.986
22,53100,0.097,0.446,0.446,0.296,0.978
22,53200,0.098,0.083,0.083,0.159,0.988
22,53300,0.097,0.480,0.480,0.196,0.985
22,53400,0.097,0.085,0.085,0.151,0.987
22,53500,0.098,0.123,0.123,0.159,0.988
22,53600,0.098,1.155,1.155,0.357,0.981
22,53700,0.097,0.361,0.361,0.244,0.982
22,53800,0.098,0.254,0.254,0.222,0.984
22,53900,0.098,0.548,0.548,0.308,0.975
22,54000,0.098,0.172,0.172,0.171,0.989
22,54100,0.097,0.128,0.128,0.183,0.989
22,54200,0.097,0.337,0.337,0.222,0.988
22,54300,0.098,0.173,0.173,0.194,0.986
22,54400,0.098,0.081,0.081,0.142,0.989
22,54500,0.097,0.279,0.279,0.255,0.984
22,54600,0.098,0.108,0.108,0.167,0.988
22,54700,0.097,0.092,0.092,0.169,0.989
22,54800,0.098,0.063,0.063,0.141,0.987
22,54900,0.097,0.119,0.119,0.166,0.984
22,55000,0.097,0.346,0.346,0.227,0.986
22,55100,0.097,0.977,0.977,0.450,0.936
22,55200,0.099,0.185,0.185,0.199,0.984
22,55300,0.097,0.261,0.261,0.243,0.974
23,55400,0.099,0.081,0.081,0.167,0.985
